日期,代码,简称,价格,RSI,信号,理由,is_signal,偏离度%,人气值
2026-01-16,512690,酒ETF,0.537,35.5,建议买入,情绪冰点,True,-1.83,1.05
2026-01-16,560080,中药ETF,1.057,42.6,建议买入,情绪冰点,True,-0.48,1.44
2026-01-16,510500,中证500ETF,8.295,77.5,建议卖出,情绪过热,False,6.97,2.48
2026-01-16,512480,半导体ETF,1.702,74.6,建议卖出,情绪过热,False,11.11,1.18
2026-01-16,512100,中证1000ETF,3.336,72.5,建议卖出,情绪过热,False,5.55,2.11
2026-01-16,159857,光伏ETF,0.896,70.3,建议卖出,情绪过热,False,6.4,1.42
