日期,代码,简称,价格,RSI,信号,理由,is_signal,偏离度%,人气值
2026-01-14,512690,酒ETF,0.545,41.5,建议买入,情绪冰点,True,-0.65,1.06
2026-01-14,510500,中证500ETF,8.365,78.9,建议卖出,情绪过热,False,8.63,1.74
2026-01-14,159531,中证2000ETF,1.513,74.4,建议卖出,情绪过热,False,7.35,1.47
2026-01-14,512100,中证1000ETF,3.345,74.1,建议卖出,情绪过热,False,7.21,1.91
2026-01-14,513030,德国ETF,1.968,71.8,建议卖出,情绪过热,False,4.08,2.07
2026-01-14,518880,黄金ETF,9.922,70.4,建议卖出,情绪过热,False,4.11,0.78
2026-01-14,513500,标普500ETF,2.452,51.6,建议卖出,量价背离/缩量诱多,False,0.05,0.8
