date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2025-12-26,515400,大数据ETF,1,13,🚩高风险(陷阱),-16.01,86.49,1.35,0.923
2025-12-26,512690,酒ETF,1,17,正常,-15.64,44.44,-0.27,0.55
2025-12-26,515120,创新药ETF,1,10,🚩高风险(陷阱),-15.44,81.25,0.05,0.641
2025-12-26,515230,软件ETF,1,19,🚩高风险(陷阱),-16.35,76.92,1.25,0.875
2025-12-26,512290,生物医药ETF,1,19,🚩高风险(陷阱),-15.82,79.31,0.39,1.027
2025-12-26,512010,医药ETF,1,1,🚩高风险(陷阱),-15.13,64.29,0.13,0.387
