date,fund_code,price,回撤%,评分,操作
2025-12-24,588000,1.423,-12.05,1,🌱 首笔建仓
2025-12-24,513180,0.733,-16.32,3,🌱 首笔建仓
2025-12-24,159992,0.853,-12.06,1,🌱 首笔建仓
2025-12-24,159857,0.818,-10.89,1,🌱 首笔建仓
