date,fund_code,评分,持续天数,风险预警,建议,回撤%,RSI,BIAS,price
2025-12-25,512690,1,16,正常,等待3分,-15.8,30.0,-0.36,0.549
2025-12-25,513180,1,9,🚩高风险(陷阱),等待3分,-16.32,56.25,0.23,0.733
2025-12-25,520830,1,103,🚩高风险(陷阱),等待3分,-30.79,59.09,0.06,0.906
2025-12-25,159992,1,9,🚩高风险(陷阱),等待3分,-15.66,60.87,-0.04,0.851
