date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI6,BIAS20,price
2025-12-26,515400,大数据ETF,1,13,🚩假摔(慎入),-16.01,86.49,0.54,0.923
2025-12-26,512690,酒ETF,1,17,正常,-15.64,44.44,-1.23,0.55
2025-12-26,515120,创新药ETF,1,10,🚩假摔(慎入),-15.44,81.25,-0.5,0.641
2025-12-26,515230,软件ETF,1,19,🚩假摔(慎入),-16.35,76.92,1.05,0.875
2025-12-26,512290,生物医药ETF,1,19,🚩假摔(慎入),-15.82,79.31,0.34,1.027
2025-12-26,512010,医药ETF,1,1,🚩假摔(慎入),-15.13,64.29,-0.06,0.387
